Reaction ID	Pathway	Class1	Class2	Class3	Class4	Class5	Class6	SM1A
RXN-14440	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14441	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14442	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14446	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14447	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14448	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14453	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14454	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14455	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14469	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14471	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14480	NA	Amino Acids Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14481	NA	Amino Acids Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14484	NA	Fatty Acids and Lipids Metabolism	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-14485	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14486	NA	Fatty Acids and Lipids Metabolism	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-14487	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
RXN-14488	NA	Inorganic Nutrients Metabolism	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA
RXN-14489	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14490	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14491	NA	Inorganic Nutrients Metabolism	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA
RXN-14492	NA	Fatty Acids and Lipids Metabolism	Cofactors Metabolism	NA	NA	NA	NA	NA
RXN-14493	NA	Fatty Acids and Lipids Metabolism	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-14494	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14495	NA	Fatty Acids and Lipids Metabolism	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-14496	NA	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14500	NA	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	NA	Sugar Derivatives
RXN-14501	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14503	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14505	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14515	NA	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	NA	Sugar Derivatives
RXN-14516	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14518	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14531	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14535	NA	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14536	NA	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14538	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
RXN-14542	NA	Hormones Metabolism	NA	NA	NA	NA	NA	NA
RXN-14543	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14547	NA	Inorganic Nutrients Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14548	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
RXN-14555	NA	NOT IN METACYC	NA	NA	NA	NA	NA	NA
RXN-14569	NA	Inorganic Nutrients Metabolism	Amino Acids Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-14570	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-1461	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14633	NA	Specialized Metabolism	NA	NA	NA	NA	NA	NA
RXN-14636	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14646	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14647	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14648	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14649	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14650	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14651	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14652	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14658	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14661	NA	Amino Acids Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14665	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-14666	NA	Inorganic Nutrients Metabolism	Amino Acids Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-14685	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14691	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-14693	NA	Cofactors Metabolism	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	Sugar Derivatives
RXN-14703	NA	Specialized Metabolism	NA	NA	NA	NA	NA	NA
RXN-14704	NA	Other	NA	NA	NA	NA	NA	NA
RXN-14728	NA	NA	NA	NA	NA	NA	NA	NA
RXN-14734	NA	Other	NA	NA	NA	NA	NA	NA
RXN-14748	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	Phenylpropanoid Derivatives
RXN-14750	NA	Amino Acids Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14751	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	Phenylpropanoid Derivatives
RXN-14752	NA	Amino Acids Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14753	NA	Cofactors Metabolism	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	Sugar Derivatives
RXN-14754	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA
RXN-14759	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14760	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14766	NA	Hormones Metabolism	NA	NA	NA	NA	NA	NA
RXN-14767	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14769	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14808	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14809	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-1481	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14811	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14812	NA	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	NA	Sugar Derivatives
RXN-14813	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14815	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14816	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14820	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
RXN-14821	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
RXN-14831	NA	Amino Acids Metabolism	Specialized Metabolism	NA	NA	NA	NA	NA
RXN-14834	NA	Amino Acids Metabolism	Specialized Metabolism	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-14835	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-1484	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14841	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14857	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14858	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14863	NA	Specialized Metabolism	NA	NA	NA	NA	NA	NA
RXN-14865	NA	Specialized Metabolism	NA	NA	NA	NA	NA	NA
RXN-14866	NA	Specialized Metabolism	NA	NA	NA	NA	NA	NA
RXN-14869	NA	Amino Acids Metabolism	Specialized Metabolism	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-14870	NA	Amino Acids Metabolism	Specialized Metabolism	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-14871	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-14872	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-14873	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-14879	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-14880	NA	Amino Acids Metabolism	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-14882	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14883	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14889	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14890	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14899	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14900	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14901	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14903	NA	Amino Acids Metabolism	Specialized Metabolism	NA	NA	NA	NA	NA
RXN-14904	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14912	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14917	NA	Amino Acids Metabolism	Cofactors Metabolism	NA	NA	NA	NA	NA
RXN-14918	NA	Amino Acids Metabolism	Cofactors Metabolism	NA	NA	NA	NA	NA
RXN-14919	NA	Amino Acids Metabolism	Cofactors Metabolism	NA	NA	NA	NA	NA
RXN-14921	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14922	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14929	NA	Inorganic Nutrients Metabolism	Cofactors Metabolism	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA
RXN-14932	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14950	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14954	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14957	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14959	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14960	NA	Inorganic Nutrients Metabolism	Hormones Metabolism	NA	NA	NA	NA	NA
RXN-14966	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14970	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-14971	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-14972	NA	Fatty Acids and Lipids Metabolism	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-14973	NA	Fatty Acids and Lipids Metabolism	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-14975	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-14978	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Nucleotides Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA
RXN-14980	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-14981	NA	Inorganic Nutrients Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14991	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
RXN-14992	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14993	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14994	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14995	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
RXN-14996	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
RXN-14997	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-15003	NA	Amino Acids Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-15004	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-15005	NA	Amino Acids Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-15006	NA	Amino Acids Metabolism	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-15007	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-1501	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-15011	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-15029	NA	Inorganic Nutrients Metabolism	Specialized Metabolism	NA	NA	NA	NA	NA
RXN-15030	NA	Specialized Metabolism	NA	NA	NA	NA	NA	NA
RXN-15035	NA	Fatty Acids and Lipids Metabolism	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA
RXN-15036	NA	Fatty Acids and Lipids Metabolism	Cofactors Metabolism	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA
RXN-15041	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
RXN-15043	NA	Fatty Acids and Lipids Metabolism	Cofactors Metabolism	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA
RXN-15044	NA	Cofactors Metabolism	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA
RXN-15045	NA	Cofactors Metabolism	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA
RXN-15046	NA	Redox Metabolism	Nucleotides Metabolism	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA
RXN-15064	NA	Cofactors Metabolism	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-15065	NA	Fatty Acids and Lipids Metabolism	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA
RXN-15066	NA	Fatty Acids and Lipids Metabolism	Cofactors Metabolism	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA
RXN-15067	NA	Fatty Acids and Lipids Metabolism	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA
RXN-15082	NA	Inorganic Nutrients Metabolism	Specialized Metabolism	NA	NA	NA	NA	NA
RXN-15115	NA	Redox Metabolism	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-15116	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
RXN-15121	NA	Amino Acids Metabolism	Amines and Polyamines Metabolism	Specialized Metabolism	NA	NA	NA	NA
RXN-15122	NA	Amino Acids Metabolism	Amines and Polyamines Metabolism	Specialized Metabolism	NA	NA	NA	NA
RXN-15123	NA	Amino Acids Metabolism	Specialized Metabolism	NA	NA	NA	NA	NA
RXN-15124	NA	Amino Acids Metabolism	Amines and Polyamines Metabolism	Energy Metabolism	NA	NA	NA	NA
RXN-15125	NA	Amino Acids Metabolism	Amines and Polyamines Metabolism	Energy Metabolism	NA	NA	NA	NA
RXN-15127	NA	Amino Acids Metabolism	Amines and Polyamines Metabolism	Energy Metabolism	NA	NA	NA	NA
RXN-15129	NA	Inorganic Nutrients Metabolism	Amino Acids Metabolism	Amines and Polyamines Metabolism	NA	NA	NA	NA
RXN-15130	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-15131	NA	Amino Acids Metabolism	Amines and Polyamines Metabolism	NA	NA	NA	NA	NA
RXN-15137	NA	Amino Acids Metabolism	Amines and Polyamines Metabolism	NA	NA	NA	NA	NA
RXN-15139	NA	Other	NA	NA	NA	NA	NA	NA
RXN-15148	NA	Inorganic Nutrients Metabolism	Amino Acids Metabolism	Amines and Polyamines Metabolism	NA	NA	NA	NA
RXN-15149	NA	Amino Acids Metabolism	Amines and Polyamines Metabolism	NA	NA	NA	NA	NA
RXN-15200	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-15208	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-15212	NA	NA	NA	NA	NA	NA	NA	NA
RXN-15215	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-15234	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-15236	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-15242	NA	Inorganic Nutrients Metabolism	Amino Acids Metabolism	Cofactors Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA
RXN-15243	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-15251	NA	Amino Acids Metabolism	Amines and Polyamines Metabolism	NA	NA	NA	NA	NA
RXN-15258	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-15264	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-15270	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-15271	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-15276	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-15277	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-15278	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-15280	NA	Energy Metabolism	Specialized Metabolism	NA	NA	NA	NA	NA
RXN-15281	NA	Energy Metabolism	Specialized Metabolism	NA	NA	NA	NA	NA
RXN-15282	NA	Energy Metabolism	Specialized Metabolism	NA	NA	NA	NA	NA
RXN-15283	NA	Energy Metabolism	Specialized Metabolism	NA	NA	NA	NA	NA
RXN-15297	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-15299	NA	Energy Metabolism	NA	NA	NA	NA	NA	Sugar Derivatives
RXN-15321	NA	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15322	NA	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15323	NA	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15325	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Nucleotides Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA
RXN-15326	NA	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15327	NA	Cofactors Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15328	NA	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15329	NA	Cofactors Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15330	NA	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15331	NA	Cofactors Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15332	NA	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15333	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15335	NA	Cofactors Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15336	NA	Cofactors Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15345	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-15346	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-15348	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Energy Metabolism	NA	NA	NA	NA
RXN-15350	NA	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15351	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15352	NA	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15353	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15354	NA	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15371	NA	Amino Acids Metabolism	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	Terpenoids
RXN-15372	NA	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15373	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15374	NA	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15379	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Fatty Acids and Lipids Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	Terpenoids
RXN-15381	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Fatty Acids and Lipids Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	Terpenoids
RXN-15382	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Fatty Acids and Lipids Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	Terpenoids
RXN-15383	NA	Inorganic Nutrients Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	Terpenoids
RXN-15384	NA	Inorganic Nutrients Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	Terpenoids
RXN-15385	NA	Inorganic Nutrients Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	Terpenoids
RXN-15386	NA	Inorganic Nutrients Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	Terpenoids
RXN-15388	NA	Amino Acids Metabolism	Carbohydrates Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	Terpenoids
RXN-15389	NA	Carbohydrates Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	Terpenoids
RXN-15390	NA	Carbohydrates Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	Terpenoids
RXN-15391	NA	Carbohydrates Metabolism	Fatty Acids and Lipids Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	Terpenoids
RXN-15392	NA	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	NA	Terpenoids
RXN-15394	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Nucleotides Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	Terpenoids
RXN-15399	NA	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	NA	Terpenoids
RXN-15402	NA	Amino Acids Metabolism	Specialized Metabolism	NA	NA	NA	NA	NA
RXN-1541	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15428	NA	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	NA	Terpenoids
RXN-15430	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Nucleotides Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA
RXN-15431	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Fatty Acids and Lipids Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA
RXN-15432	NA	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	NA	Terpenoids
RXN-15433	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Nucleotides Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	Terpenoids
RXN-15434	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA
RXN-15435	NA	Amino Acids Metabolism	Specialized Metabolism	NA	NA	NA	NA	NA
RXN-15437	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Fatty Acids and Lipids Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	Terpenoids
RXN-15438	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Fatty Acids and Lipids Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	Terpenoids
RXN-15439	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Fatty Acids and Lipids Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	Terpenoids
RXN-15440	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Fatty Acids and Lipids Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	Terpenoids
RXN-15441	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Nucleotides Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	Terpenoids
RXN-15442	NA	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15443	NA	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Phenylpropanoid Derivatives
RXN-15444	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Fatty Acids and Lipids Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	Terpenoids
RXN-15445	NA	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	NA	Terpenoids
RXN-15451	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-15452	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Nucleotides Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	Terpenoids
RXN-15453	NA	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	NA	Terpenoids
RXN-15454	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-15455	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-15457	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-15458	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Fatty Acids and Lipids Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	Terpenoids
RXN-15459	NA	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	NA	Terpenoids
