Reaction ID	Pathway	Class1	Class2	Class3	Class4	Class5	Class6	SM1A
RXN-13866	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-13867	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-13868	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-13869	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-13870	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-13871	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-13874	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13875	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13876	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13877	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13878	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13879	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13880	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13881	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13882	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13883	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13884	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13885	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13886	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13887	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13888	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13889	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13890	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13891	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13892	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13893	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13894	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13895	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13896	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13897	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13898	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13899	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13900	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13901	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13902	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13903	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13904	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13905	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13906	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13907	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13908	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13909	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13910	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13911	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13912	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13913	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13914	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13915	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13916	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13917	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13918	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13919	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13920	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13921	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13922	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13923	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13924	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13925	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13926	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13927	NA	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-13929	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13930	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13932	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13933	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13934	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13935	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13936	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13937	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13938	NA	Specialized Metabolism	NA	NA	NA	NA	NA	NA
RXN-13939	NA	Specialized Metabolism	NA	NA	NA	NA	NA	NA
RXN-13940	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-13941	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13942	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13943	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13946	NA	Amines and Polyamines Metabolism	NA	NA	NA	NA	NA	NA
RXN-13948	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13949	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13950	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13951	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13952	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13953	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13954	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13955	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13956	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-13957	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13958	NA	Cofactors Metabolism	Specialized Metabolism	NA	NA	NA	NA	NA
RXN-13959	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-13960	NA	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13961	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-13962	NA	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13965	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-13966	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-13967	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13968	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-13969	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13970	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13974	NA	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13975	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-13976	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13977	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13978	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13979	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13980	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13981	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13982	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13983	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13984	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13985	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13986	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13987	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13988	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-13992	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
RXN-13993	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
RXN-13996	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
RXN-13997	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14000	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14001	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14002	NA	Other	NA	NA	NA	NA	NA	NA
RXN-14005	NA	Other	NA	NA	NA	NA	NA	NA
RXN-14006	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14007	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14008	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14009	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-1401	NA	Primary-Specialized Interface Metabolism	Amino Acids Metabolism	NA	NA	NA	NA	NA
RXN-14011	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14012	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14013	NA	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	NA	NA
RXN-14014	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14016	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-14017	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-14018	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Fatty Acids and Lipids Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA
RXN-14019	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Fatty Acids and Lipids Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA
RXN-1402	NA	Primary-Specialized Interface Metabolism	NA	NA	NA	NA	NA	NA
RXN-14022	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-14023	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-14024	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14025	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14026	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14029	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-1403	NA	Specialized Metabolism	Hormones Metabolism	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-1404	NA	Hormones Metabolism	Specialized Metabolism	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-14046	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14047	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-14048	NA	Amino Acids Metabolism	Amines and Polyamines Metabolism	NA	NA	NA	NA	NA
RXN-1405	NA	Hormones Metabolism	NA	NA	NA	NA	NA	NA
RXN-14056	NA	Unclassified	NA	NA	NA	NA	NA	NA
RXN-14058	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-1406	NA	Hormones Metabolism	NA	NA	NA	NA	NA	NA
RXN-14060	NA	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14062	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14069	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14070	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14071	NA	Inorganic Nutrients Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14072	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14073	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14075	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14076	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14077	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14078	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14079	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14080	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14081	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14082	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14083	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14084	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14085	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14086	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14087	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14088	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14089	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14093	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14100	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14102	NA	Redox Metabolism	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-14107	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-14108	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14109	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14110	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14116	NA	Amino Acids Metabolism	Hormones Metabolism	NA	NA	NA	NA	NA
RXN-14120	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14129	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14132	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-14139	NA	Inorganic Nutrients Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14140	NA	Inorganic Nutrients Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14149	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14150	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14160	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14165	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14166	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14167	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14168	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14172	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-14178	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14179	NA	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	NA	NA
RXN-14181	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14182	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14184	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14187	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14188	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14195	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14198	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14199	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN1-42	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-14200	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14201	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14205	NA	Other	NA	NA	NA	NA	NA	NA
RXN-14208	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14213	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14214	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14215	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14216	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14217	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14218	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14219	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14220	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14228	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14237	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	Phenylpropanoid Derivatives
RXN-14238	NA	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14239	NA	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14240	NA	Detoxification Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14242	NA	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	NA	NA
RXN-14243	NA	Inorganic Nutrients Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	NA
RXN-14249	NA	Amino Acids Metabolism	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-14256	NA	Amino Acids Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14257	NA	Amino Acids Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14274	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14275	NA	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14277	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14284	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14285	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14286	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14290	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14301	NA	Amino Acids Metabolism	Amines and Polyamines Metabolism	NA	NA	NA	NA	NA
RXN-14317	NA	Inorganic Nutrients Metabolism	Hormones Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	Terpenoids
RXN-14318	NA	Inorganic Nutrients Metabolism	Hormones Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	Terpenoids
RXN-14325	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-14326	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14327	NA	Inorganic Nutrients Metabolism	Hormones Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	Terpenoids
RXN-14332	NA	Inorganic Nutrients Metabolism	Hormones Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA
RXN-14334	NA	Inorganic Nutrients Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	NA
RXN-14343	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14347	NA	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14348	NA	NA	NA	NA	NA	NA	NA	NA
RXN-14349	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14350	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14351	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14352	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14353	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14354	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14355	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14364	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14365	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14367	NA	Redox Metabolism	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-14368	NA	Redox Metabolism	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-14371	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14372	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14373	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14374	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14377	NA	Other	NA	NA	NA	NA	NA	NA
RXN-14378	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14380	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-14381	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14384	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14385	NA	Amino Acids Metabolism	Cofactors Metabolism	NA	NA	NA	NA	NA
RXN-14386	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14387	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14388	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14389	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14390	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14391	NA	Cofactors Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-14392	NA	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	NA	NA
RXN-14395	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14396	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-14399	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-1441	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-1442	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-14422	NA	Redox Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14423	NA	Inorganic Nutrients Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14424	NA	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14425	NA	Redox Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14426	NA	Inorganic Nutrients Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14427	NA	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14428	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-1443	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-14431	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14432	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14434	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14435	NA	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14436	NA	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-14437	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14438	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-14439	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-1444	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
